LConn,LLen,LFrac,LAC,LSin,LBear,MHDn,NQPDHn,BtHn,TPBtHn,Lnkn,Lenn,AngDn,MGLHn,MCFn,MI,MWPR,MPMR,MNOR,MBCR,MNAR,MCAR,MFAR,HOLC Value
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,21461.02425,0.014292,6,6,2,0.012079,0.029136,0.000035,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,21461.02425,0.014292,6,7,2,0.012079,0.029136,0.000035,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,19725.81312,0.050553,6,6,2,0.012079,0.029136,0.000035,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,19725.81312,0.050553,6,7,2,0.012079,0.029136,0.000035,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,21461.02425,0.014292,6,6,2,0.006888,0.049352,0.000068,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,21461.02425,0.014292,6,7,2,0.006888,0.049352,0.000068,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,19725.81312,0.050553,6,6,2,0.006888,0.049352,0.000068,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,19725.81312,0.050553,6,7,2,0.006888,0.049352,0.000068,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,23813.65097,0.028105,6,8,6,0.018644,0.100923,0.000055,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,23813.65097,0.028105,6,9,5,0.018644,0.100923,0.000055,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,22610.27775,0.014227,6,8,6,0.018644,0.100923,0.000055,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,22610.27775,0.014227,6,9,5,0.018644,0.100923,0.000055,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,23813.65097,0.028105,6,8,6,0.001453,0.045533,0.000039,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,23813.65097,0.028105,6,9,5,0.001453,0.045533,0.000039,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,22610.27775,0.014227,6,8,6,0.001453,0.045533,0.000039,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,22610.27775,0.014227,6,9,5,0.001453,0.045533,0.000039,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,23813.65097,0.028105,6,8,6,0.018644,0.100923,0.000055,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,23813.65097,0.028105,6,9,5,0.018644,0.100923,0.000055,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,22610.27775,0.014227,6,8,6,0.018644,0.100923,0.000055,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,22610.27775,0.014227,6,9,5,0.018644,0.100923,0.000055,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,23813.65097,0.028105,6,8,6,0.001453,0.045533,0.000039,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,23813.65097,0.028105,6,9,5,0.001453,0.045533,0.000039,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,22610.27775,0.014227,6,8,6,0.001453,0.045533,0.000039,3
1,0.091287,0.80299,319.532532,1.02681,34.565842,152.298569,0.008118,0.373128,0.373128,2,0.113684,368.149902,0.035633,0.033362,22610.27775,0.014227,6,9,5,0.001453,0.045533,0.000039,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,4896.397793,0.012755,6,7,4,0.683588,0.972649,0,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,4896.397793,0.012755,6,8,1,0.683588,0.972649,0,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,36777.41018,0.069571,6,7,4,0.683588,0.972649,0,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,36777.41018,0.069571,6,8,1,0.683588,0.972649,0,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,4896.397793,0.012755,6,7,4,0.136032,0.070601,0.000078,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,4896.397793,0.012755,6,8,1,0.136032,0.070601,0.000078,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,36777.41018,0.069571,6,7,4,0.136032,0.070601,0.000078,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,36777.41018,0.069571,6,8,1,0.136032,0.070601,0.000078,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,4896.397793,0.012755,6,7,4,0.683588,0.972649,0,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,4896.397793,0.012755,6,8,1,0.683588,0.972649,0,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,36777.41018,0.069571,6,7,4,0.683588,0.972649,0,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,36777.41018,0.069571,6,8,1,0.683588,0.972649,0,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,4896.397793,0.012755,6,7,4,0.136032,0.070601,0.000078,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,4896.397793,0.012755,6,8,1,0.136032,0.070601,0.000078,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,36777.41018,0.069571,6,7,4,0.136032,0.070601,0.000078,3
1,0.040387,0.816535,30.796091,1.000034,36.099423,26.300913,0.081318,0.372049,0.372049,2,0.049461,33.109493,0.01553,0.014965,36777.41018,0.069571,6,8,1,0.136032,0.070601,0.000078,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,24487.73097,0.019079,6,11,8,0.02096,0.086326,0.000067,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,24487.73097,0.019079,6,9,5,0.02096,0.086326,0.000067,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,22610.27775,0.014227,6,11,8,0.02096,0.086326,0.000067,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,22610.27775,0.014227,6,9,5,0.02096,0.086326,0.000067,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,24487.73097,0.019079,6,11,8,0.001453,0.045533,0.000039,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,24487.73097,0.019079,6,9,5,0.001453,0.045533,0.000039,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,22610.27775,0.014227,6,11,8,0.001453,0.045533,0.000039,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,22610.27775,0.014227,6,9,5,0.001453,0.045533,0.000039,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,24487.73097,0.019079,6,11,8,0.02096,0.086326,0.000067,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,24487.73097,0.019079,6,9,5,0.02096,0.086326,0.000067,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,22610.27775,0.014227,6,11,8,0.02096,0.086326,0.000067,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,22610.27775,0.014227,6,9,5,0.02096,0.086326,0.000067,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,24487.73097,0.019079,6,11,8,0.001453,0.045533,0.000039,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,24487.73097,0.019079,6,9,5,0.001453,0.045533,0.000039,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,22610.27775,0.014227,6,11,8,0.001453,0.045533,0.000039,3
2,0.014128,1,351.169098,1.279002,230.019424,282.474335,0.052811,7.333334,0.916667,18,0.202064,735.928772,0.037569,0.032555,22610.27775,0.014227,6,9,5,0.001453,0.045533,0.000039,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,9,5,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,12,2,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,5,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,9,5,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,12,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,5,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,9,5,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,12,2,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,5,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,9,5,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,12,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,5,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,2142.768577,0.38497,7,9,2,0.008706,0.096739,0.000076,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,2142.768577,0.38497,7,12,2,0.008706,0.096739,0.000076,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,2,0.008706,0.096739,0.000076,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.008706,0.096739,0.000076,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,2142.768577,0.38497,7,9,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,2142.768577,0.38497,7,12,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,2142.768577,0.38497,7,9,2,0.008706,0.096739,0.000076,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,2142.768577,0.38497,7,12,2,0.008706,0.096739,0.000076,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,2,0.008706,0.096739,0.000076,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.008706,0.096739,0.000076,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,2142.768577,0.38497,7,9,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,2142.768577,0.38497,7,12,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,9,5,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,12,2,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,5,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,9,5,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,12,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,5,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,9,5,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,12,2,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,5,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.022277,0.039602,0.000069,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,9,5,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,47572.8006,0.231595,7,12,2,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,9,5,0.004411,0.082348,0.000061,3
3,0.017914,1,54.545548,1.005532,302.992432,255.612885,0.176167,25.333334,0.974359,68,0.812358,1963.953003,0.058244,0.046914,87111.65363,0.408749,7,12,2,0.004411,0.082348,0.000061,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,7,11,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,7,12,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,7,11,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,7,12,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,7,11,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,7,12,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,7,11,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,7,12,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,7,11,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,7,12,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,7,11,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,7,12,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,7,11,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,7,12,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,7,11,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,7,12,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,6,11,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,6,12,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,6,11,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,6,12,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,6,11,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,6,12,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,6,11,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,6,12,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,6,11,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,6,12,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,6,11,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,6,12,8,0.008409,0.077067,0.000088,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,6,11,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,70933.8005,0.222105,6,12,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,6,11,8,0.011027,0.070654,0.000095,3
1,0.094225,0.711001,107.882958,1.014267,217.714035,171.259766,0.020328,0.373986,0.373986,2,0.132524,925.427368,0.041481,0.032832,65201.01424,0.19515,6,12,8,0.011027,0.070654,0.000095,3
